,rank,name,pob,birthdate,height,weight,year,month,win,loss,absent,next_rank,is_east,next_is_east,tier_rank,next_tier_rank,num_rank,next_num_rank,make_koshi,num_rank_diff,order,abs_rank,next_order,next_abs_rank,abs_rank_dif
152,M9e,Tamawashi,Mongolia,16.11.1984,190.0,161.0,2020,7,10,5,0,M2w,True,False,5,5.0,9.0,2.0,True,7.0,164,25.0,152.0,13.0,12.0
153,M10w,Myogiryu,Hyogo,22.10.1986,187.0,148.0,2020,7,10,5,0,M3e,False,True,5,5.0,10.0,3.0,True,7.0,167,28.0,153.0,14.0,14.0
154,M7e,Terutsuyoshi,Hyogo,17.01.1995,169.0,112.0,2020,7,8,7,0,M3w,True,False,5,5.0,7.0,3.0,True,4.0,160,21.0,154.0,15.0,6.0
155,M1w,Yutakayama,Niigata,22.09.1993,185.0,171.0,2020,7,5,10,0,M4e,False,True,5,5.0,1.0,4.0,False,-3.0,149,10.0,155.0,16.0,-6.0
156,M11w,Tochinoshin,Georgia,13.10.1987,192.0,162.0,2020,7,10,5,0,M4w,False,False,5,5.0,11.0,4.0,True,7.0,169,30.0,156.0,17.0,13.0
157,M3w,Kiribayama,Mongolia,24.04.1996,184.0,94.0,2020,7,6,9,0,M5e,False,True,5,5.0,3.0,5.0,False,-2.0,153,14.0,157.0,18.0,-4.0
158,M3e,Takarafuji,Aomori,18.02.1987,186.0,161.1,2020,7,5,10,0,M5w,True,False,5,5.0,3.0,5.0,False,-2.0,152,13.0,158.0,19.0,-6.0
159,M13e,Takayasu,Ibaraki,28.02.1990,187.0,163.0,2020,7,10,5,0,M6e,True,True,5,5.0,13.0,6.0,True,7.0,172,33.0,159.0,20.0,13.0
160,M4e,Kagayaki,Ishikawa,01.06.1994,193.0,144.3,2020,7,5,10,0,M6w,True,False,5,5.0,4.0,6.0,False,-2.0,154,15.0,160.0,21.0,-6.0
161,M6w,Ryuden,Yamanashi,10.11.1990,192.0,145.0,2020,7,7,8,0,M7e,False,True,5,5.0,6.0,7.0,False,-1.0,159,20.0,161.0,22.0,-2.0
162,M4w,Aoiyama,Bulgaria,19.06.1986,192.0,192.6,2020,7,5,10,0,M7w,False,False,5,5.0,4.0,7.0,False,-3.0,155,16.0,162.0,23.0,-7.0
163,M7w,Tokushoryu,Nara,22.08.1986,182.0,170.6,2020,7,7,8,0,M8e,False,True,5,5.0,7.0,8.0,False,-1.0,161,22.0,163.0,24.0,-2.0
164,M14w,Wakatakakage,Fukushima,06.12.1994,180.0,115.0,2020,7,10,5,0,M8w,False,False,5,5.0,14.0,8.0,True,6.0,175,36.0,164.0,25.0,11.0
165,M6e,Enho,Ishikawa,18.10.1994,169.0,95.0,2020,7,5,10,0,M9e,True,True,5,5.0,6.0,9.0,False,-3.0,158,19.0,165.0,26.0,-7.0
166,M2w,Onosho,Aomori,04.07.1996,176.0,148.5,2020,7,2,13,0,M9w,False,False,5,5.0,2.0,9.0,False,-7.0,151,12.0,166.0,27.0,-15.0
167,M12e,Sadanoumi,Kumamoto,11.05.1987,184.0,131.2,2020,7,8,7,0,M10e,True,True,5,5.0,12.0,10.0,True,2.0,170,31.0,167.0,28.0,3.0
168,M16w,Kotoeko,Miyazaki,20.11.1991,175.5,111.6,2020,7,10,5,0,M10w,False,False,5,5.0,16.0,10.0,True,6.0,179,40.0,168.0,29.0,11.0
169,M8w,Chiyotairyu,Tokyo,14.11.1988,182.0,166.8,2020,7,6,9,0,M11e,False,True,5,5.0,8.0,11.0,False,-3.0,163,24.0,169.0,30.0,-6.0
170,M14e,Kotoshogiku,Fukuoka,30.01.1984,180.0,177.0,2020,7,8,7,0,M11w,True,False,5,5.0,14.0,11.0,True,3.0,174,35.0,170.0,31.0,4.0
171,M15e,Kotoshoho,Chiba,26.08.1999,188.0,144.0,2020,7,8,7,0,M12e,True,True,5,5.0,15.0,12.0,True,3.0,176,37.0,171.0,32.0,5.0
172,M10e,Kaisei,Brazil,18.12.1986,195.0,187.8,2020,7,6,9,0,M12w,True,False,5,5.0,10.0,12.0,False,-2.0,166,27.0,172.0,33.0,-6.0
173,J1e,Meisei,Kagoshima,24.07.1995,180.0,120.0,2020,7,10,5,0,M13e,True,True,6,5.0,1.0,13.0,True,-12.0,182,43.0,173.0,34.0,9.0
174,M8e,Ishiura,Tottori,10.01.1990,173.0,103.6,2020,7,4,11,0,M13w,True,False,5,5.0,8.0,13.0,False,-5.0,162,23.0,174.0,35.0,-12.0
175,J2e,Tobizaru,Tokyo,24.04.1992,174.0,110.0,2020,7,9,6,0,M14e,True,True,6,5.0,2.0,14.0,True,-12.0,184,45.0,175.0,36.0,9.0
176,M5e,Abi,Saitama,04.05.1994,185.0,121.0,2020,7,3,4,8,M14w,True,False,5,5.0,5.0,14.0,False,-9.0,156,17.0,176.0,37.0,-20.0
177,M11e,Shimanoumi,Mie,11.07.1989,178.0,160.8,2020,7,5,10,0,M15e,True,True,5,5.0,11.0,15.0,False,-4.0,168,29.0,177.0,38.0,-9.0
178,M12w,Shohozan,Fukuoka,09.02.1984,177.0,134.5,2020,7,5,10,0,M15w,False,False,5,5.0,12.0,15.0,False,-3.0,171,32.0,178.0,39.0,-7.0
179,J5e,Kyokutaisei,Hokkaido,18.10.1989,184.0,128.2,2020,7,10,5,0,M16e,True,True,6,5.0,5.0,16.0,True,-11.0,190,51.0,179.0,40.0,11.0
180,J6e,Hoshoryu,Mongolia,22.05.1999,185.0,107.0,2020,7,10,5,0,M16w,True,False,6,5.0,6.0,16.0,True,-10.0,192,53.0,180.0,41.0,12.0
181,J5w,Ichinojo,Mongolia,07.04.1993,190.0,183.0,2020,7,9,6,0,M17e,False,True,6,5.0,5.0,17.0,True,-12.0,191,52.0,181.0,42.0,10.0
182,M9w,Ikioi,Osaka,11.10.1986,194.0,157.0,2020,7,3,12,0,J1e,False,True,5,6.0,9.0,1.0,False,8.0,165,26.0,182.0,43.0,-17.0
183,M16e,Nishikigi,Iwate,25.08.1990,184.5,149.5,2020,7,6,9,0,J1w,True,False,5,6.0,16.0,1.0,False,15.0,178,39.0,183.0,44.0,-5.0
184,M17w,Kotoyuki,Kagawa,02.04.1991,176.0,162.4,2020,7,6,8,1,J2e,False,True,5,6.0,17.0,2.0,False,15.0,181,42.0,184.0,45.0,-3.0
185,M13w,Kotonowaka,Chiba,19.11.1997,186.0,147.0,2020,7,4,6,5,J2w,False,False,5,6.0,13.0,2.0,False,11.0,173,34.0,185.0,46.0,-12.0
186,J8e,Wakamotoharu,Fukushima,05.10.1993,185.0,127.2,2020,7,9,6,0,J3e,True,True,6,6.0,8.0,3.0,True,5.0,196,57.0,186.0,47.0,10.0
187,M15w,Chiyomaru,Kagoshima,17.04.1991,178.0,176.3,2020,7,4,11,0,J3w,False,False,5,6.0,15.0,3.0,False,12.0,177,38.0,187.0,48.0,-10.0
188,J1w,Chiyoshoma,Mongolia,20.07.1991,183.0,118.2,2020,7,6,9,0,J4e,False,True,6,6.0,1.0,4.0,False,-3.0,183,44.0,188.0,49.0,-5.0
189,J4e,Daiamami,Kagoshima,15.12.1992,185.0,167.0,2020,7,7,8,0,J4w,True,False,6,6.0,4.0,4.0,False,0.0,188,49.0,189.0,50.0,-1.0
190,J7e,Daishomaru,Osaka,10.07.1991,175.0,153.0,2020,7,8,7,0,J5e,True,True,6,6.0,7.0,5.0,True,2.0,194,55.0,190.0,51.0,4.0
191,J3w,Kyokushuho,Mongolia,09.08.1988,191.0,149.6,2020,7,6,9,0,J5w,False,False,6,6.0,3.0,5.0,False,-2.0,187,48.0,191.0,52.0,-4.0
192,J12w,Chiyonoo,Kagoshima,29.05.1991,178.0,149.6,2020,7,10,5,0,J6e,False,True,6,6.0,12.0,6.0,True,6.0,205,66.0,192.0,53.0,13.0
193,J13w,Akua,Ibaraki,06.11.1990,181.0,162.6,2020,7,10,5,0,J6w,False,False,6,6.0,13.0,6.0,True,7.0,207,68.0,193.0,54.0,14.0
194,J9w,Churanoumi,Okinawa,06.05.1993,176.0,126.0,2020,7,8,7,0,J7e,False,True,6,6.0,9.0,7.0,True,2.0,199,60.0,194.0,55.0,5.0
195,J3e,Azumaryu,Mongolia,12.05.1987,192.0,147.2,2020,7,5,10,0,J7w,True,False,6,6.0,3.0,7.0,False,-4.0,186,47.0,195.0,56.0,-9.0
196,J14w,Mitoryu,Mongolia,25.04.1994,187.0,182.0,2020,7,10,5,0,J8e,False,True,6,6.0,14.0,8.0,True,6.0,209,70.0,196.0,57.0,13.0
197,J7w,Tsurugisho,Tokyo,27.07.1991,184.0,154.0,2020,7,7,8,0,J8w,False,False,6,6.0,7.0,8.0,False,-1.0,195,56.0,197.0,58.0,-2.0
198,J4w,Hidenoumi,Tokyo,11.06.1989,184.0,156.2,2020,7,5,10,0,J9e,False,True,6,6.0,4.0,9.0,False,-5.0,189,50.0,198.0,59.0,-9.0
199,J8w,Chiyootori,Kagoshima,11.10.1992,179.0,178.5,2020,7,7,8,0,J9w,False,False,6,6.0,8.0,9.0,False,-1.0,197,58.0,199.0,60.0,-2.0
200,J9e,Akiseyama,Aichi,18.07.1985,183.0,172.6,2020,7,7,8,0,J10e,True,True,6,6.0,9.0,10.0,False,-1.0,198,59.0,200.0,61.0,-2.0
201,J12e,Midorifuji,Shizuoka,30.08.1996,168.0,91.0,2020,7,8,7,0,J10w,True,False,6,6.0,12.0,10.0,True,2.0,204,65.0,201.0,62.0,3.0
202,J6w,Hakuyozan,Yamagata,13.04.1995,185.0,145.8,2020,7,5,10,0,J11e,False,True,6,6.0,6.0,11.0,False,-5.0,193,54.0,202.0,63.0,-9.0
203,J11w,Kizakiumi,Okinawa,05.05.1995,174.0,146.0,2020,7,7,8,0,J12e,False,True,6,6.0,11.0,12.0,False,-1.0,203,64.0,203.0,64.0,0.0
204,J13e,Takagenji,Tochigi,13.05.1997,186.0,126.2,2020,7,6,9,0,J12e,True,True,6,6.0,13.0,12.0,False,1.0,206,67.0,204.0,65.0,2.0
205,J10e,Daishoho,Mongolia,28.08.1994,182.0,140.0,2020,7,6,9,0,J12w,True,False,6,6.0,10.0,12.0,False,-2.0,200,61.0,205.0,66.0,-5.0
206,J11e,Fujiazuma,Tokyo,19.04.1987,182.0,183.6,2020,7,6,9,0,J14e,True,True,6,6.0,11.0,14.0,False,-3.0,202,63.0,206.0,67.0,-4.0
207,J14e,Chiyonoumi,Kochi,11.01.1993,182.0,128.0,2020,7,6,9,0,J14w,True,False,6,6.0,14.0,14.0,False,0.0,208,69.0,207.0,68.0,1.0
208,J2w,Tochiozan,Kochi,09.03.1987,189.0,154.0,2020,7,0,0,0,,False,,6,,2.0,,False,,185,46.0,,,
209,J10w,Asabenkei,Kanagawa,12.02.1989,190.0,174.8,2020,7,3,12,0,,False,,6,,10.0,,False,,201,62.0,,,
210,Y1e,Hakuho,Mongolia,11.03.1985,193.0,150.7,2020,9,0,0,15,Y1e,True,True,1,1.0,1.0,1.0,False,0.0,210,1.0,210.0,1.0,0.0
211,Y1w,Kakuryu,Mongolia,10.08.1985,186.0,150.0,2020,9,0,0,15,Y1w,False,False,1,1.0,1.0,1.0,False,0.0,211,2.0,211.0,2.0,0.0
212,O1w,Takakeisho,Hyogo,05.08.1996,173.0,149.0,2020,9,12,3,0,O1e,False,True,2,2.0,1.0,1.0,True,0.0,213,4.0,212.0,3.0,1.0
213,O1e,Asanoyama,Toyama,01.03.1994,189.0,158.0,2020,9,10,5,0,O1w,True,False,2,2.0,1.0,1.0,True,0.0,212,3.0,213.0,4.0,-1.0
214,S1e,Shodai,Kumamoto,05.11.1991,182.0,150.0,2020,9,13,2,0,O2e,True,True,3,2.0,1.0,2.0,True,-1.0,214,5.0,214.0,5.0,0.0
215,S1w,Mitakeumi,Nagano,25.12.1992,179.0,149.0,2020,9,8,7,0,S1e,False,True,3,3.0,1.0,1.0,True,0.0,215,6.0,215.0,6.0,0.0
216,M1w,Takanosho,Chiba,14.11.1994,181.5,128.5,2020,9,10,5,0,S1w,False,False,5,3.0,1.0,1.0,True,0.0,220,11.0,216.0,7.0,4.0
217,M1e,Terunofuji,Mongolia,29.11.1991,192.0,158.5,2020,9,8,5,2,K1e,True,True,5,4.0,1.0,1.0,True,0.0,219,10.0,217.0,8.0,2.0
218,M6e,Takayasu,Ibaraki,28.02.1990,187.0,163.0,2020,9,10,5,0,K1w,True,False,5,4.0,6.0,1.0,True,5.0,229,20.0,218.0,9.0,11.0
219,M5e,Kiribayama,Mongolia,24.04.1996,184.0,94.0,2020,9,9,4,2,M1e,True,True,5,5.0,5.0,1.0,True,4.0,227,18.0,219.0,10.0,8.0
220,M8w,Wakatakakage,Fukushima,06.12.1994,180.0,115.0,2020,9,11,4,0,M1w,False,False,5,5.0,8.0,1.0,True,7.0,234,25.0,220.0,11.0,14.0
221,M9w,Onosho,Aomori,04.07.1996,176.0,148.5,2020,9,10,5,0,M2e,False,True,5,5.0,9.0,2.0,True,7.0,236,27.0,221.0,12.0,15.0
222,S2e,Daieisho,Saitama,10.11.1993,179.0,135.7,2020,9,5,10,0,M2w,True,False,3,5.0,2.0,2.0,False,0.0,216,7.0,222.0,13.0,-6.0
223,M6w,Kagayaki,Ishikawa,01.06.1994,193.0,144.3,2020,9,8,7,0,M3e,False,True,5,5.0,6.0,3.0,True,3.0,230,21.0,223.0,14.0,7.0
224,K1e,Okinoumi,Shimane,29.07.1985,190.0,154.0,2020,9,4,11,0,M3w,True,False,4,5.0,1.0,3.0,False,-2.0,217,8.0,224.0,15.0,-7.0
225,M2e,Hokutofuji,Saitama,15.07.1992,182.0,158.0,2020,9,6,9,0,M4e,True,True,5,5.0,2.0,4.0,False,-2.0,221,12.0,225.0,16.0,-4.0
226,M14e,Tobizaru,Tokyo,24.04.1992,174.0,110.0,2020,9,11,4,0,M4w,True,False,5,5.0,14.0,4.0,True,10.0,245,36.0,226.0,17.0,19.0
227,M3e,Myogiryu,Hyogo,22.10.1986,187.0,148.0,2020,9,6,9,0,M5e,True,True,5,5.0,3.0,5.0,False,-2.0,223,14.0,227.0,18.0,-4.0
228,M12e,Kotoshoho,Chiba,26.08.1999,188.0,144.0,2020,9,10,5,0,M5w,True,False,5,5.0,12.0,5.0,True,7.0,241,32.0,228.0,19.0,13.0
229,M5w,Takarafuji,Aomori,18.02.1987,186.0,161.1,2020,9,7,8,0,M6e,False,True,5,5.0,5.0,6.0,False,-1.0,228,19.0,229.0,20.0,-1.0
230,M2w,Tamawashi,Mongolia,16.11.1984,190.0,161.0,2020,9,5,10,0,M6w,False,False,5,5.0,2.0,6.0,False,-4.0,222,13.0,230.0,21.0,-8.0
231,M4w,Tochinoshin,Georgia,13.10.1987,192.0,162.0,2020,9,6,9,0,M7e,False,True,5,5.0,4.0,7.0,False,-3.0,226,17.0,231.0,22.0,-5.0
232,K1w,Endo,Ishikawa,19.10.1990,183.0,145.6,2020,9,3,9,3,M7w,False,False,4,5.0,1.0,7.0,False,-6.0,218,9.0,232.0,23.0,-14.0
233,M7w,Aoiyama,Bulgaria,19.06.1986,192.0,192.6,2020,9,7,8,0,M8e,False,True,5,5.0,7.0,8.0,False,-1.0,232,23.0,233.0,24.0,-1.0
234,M3w,Terutsuyoshi,Hyogo,17.01.1995,169.0,112.0,2020,9,5,10,0,M8w,False,False,5,5.0,3.0,8.0,False,-5.0,224,15.0,234.0,25.0,-10.0
235,M8e,Tokushoryu,Nara,22.08.1986,182.0,170.6,2020,9,7,8,0,M9e,True,True,5,5.0,8.0,9.0,False,-1.0,233,24.0,235.0,26.0,-2.0
236,M10w,Kotoeko,Miyazaki,20.11.1991,175.5,111.6,2020,9,8,7,0,M9w,False,False,5,5.0,10.0,9.0,True,1.0,238,29.0,236.0,27.0,2.0
237,M7e,Ryuden,Yamanashi,10.11.1990,192.0,145.0,2020,9,6,9,0,M10e,True,True,5,5.0,7.0,10.0,False,-3.0,231,22.0,237.0,28.0,-6.0
238,M13e,Meisei,Kagoshima,24.07.1995,180.0,120.0,2020,9,9,6,0,M10w,True,False,5,5.0,13.0,10.0,True,3.0,243,34.0,238.0,29.0,5.0
239,M10e,Sadanoumi,Kumamoto,11.05.1987,184.0,131.2,2020,9,7,8,0,M11e,True,True,5,5.0,10.0,11.0,False,-1.0,237,28.0,239.0,30.0,-2.0
240,M9e,Enho,Ishikawa,18.10.1994,169.0,95.0,2020,9,6,9,0,M11w,True,False,5,5.0,9.0,11.0,False,-2.0,235,26.0,240.0,31.0,-5.0
241,M4e,Yutakayama,Niigata,22.09.1993,185.0,171.0,2020,9,2,6,7,M12e,True,True,5,5.0,4.0,12.0,False,-8.0,225,16.0,241.0,32.0,-16.0
242,M12w,Kaisei,Brazil,18.12.1986,195.0,187.8,2020,9,7,8,0,M12w,False,False,5,5.0,12.0,12.0,False,0.0,242,33.0,242.0,33.0,0.0
243,M16w,Hoshoryu,Mongolia,22.05.1999,185.0,107.0,2020,9,8,7,0,M13e,False,True,5,5.0,16.0,13.0,True,3.0,250,41.0,243.0,34.0,7.0
244,M17e,Ichinojo,Mongolia,07.04.1993,190.0,183.0,2020,9,8,7,0,M13w,True,False,5,5.0,17.0,13.0,True,4.0,251,42.0,244.0,35.0,7.0
245,J11w,Chiyonokuni,Mie,10.07.1990,184.0,143.8,2020,9,14,1,0,M14e,False,True,6,5.0,11.0,14.0,True,-3.0,273,64.0,245.0,36.0,28.0
246,J2w,Kotonowaka,Chiba,19.11.1997,186.0,147.0,2020,9,9,6,0,M14w,False,False,6,5.0,2.0,14.0,True,-12.0,255,46.0,246.0,37.0,9.0
247,M11e,Chiyotairyu,Tokyo,14.11.1988,182.0,166.8,2020,9,5,8,2,M15e,True,True,5,5.0,11.0,15.0,False,-4.0,239,30.0,247.0,38.0,-8.0
248,J2e,Kotoyuki,Kagawa,02.04.1991,176.0,162.4,2020,9,8,7,0,M15w,True,False,6,5.0,2.0,15.0,True,-13.0,254,45.0,248.0,39.0,6.0
249,J4e,Chiyoshoma,Mongolia,20.07.1991,183.0,118.2,2020,9,9,6,0,M16e,True,True,6,5.0,4.0,16.0,True,-12.0,258,49.0,249.0,40.0,9.0
250,J6w,Akua,Ibaraki,06.11.1990,181.0,162.6,2020,9,10,5,0,M16w,False,False,6,5.0,6.0,16.0,True,-10.0,263,54.0,250.0,41.0,13.0
251,M15e,Shimanoumi,Mie,11.07.1989,178.0,160.8,2020,9,6,9,0,M17e,True,True,5,5.0,15.0,17.0,False,-2.0,247,38.0,251.0,42.0,-4.0
252,J10e,Akiseyama,Aichi,18.07.1985,183.0,172.6,2020,9,11,4,0,J1e,True,True,6,6.0,10.0,1.0,True,9.0,270,61.0,252.0,43.0,18.0
253,J6e,Chiyonoo,Kagoshima,29.05.1991,178.0,149.6,2020,9,9,6,0,J1w,True,False,6,6.0,6.0,1.0,True,5.0,262,53.0,253.0,44.0,9.0
254,J10w,Midorifuji,Shizuoka,30.08.1996,168.0,91.0,2020,9,11,4,0,J2e,False,True,6,6.0,10.0,2.0,True,8.0,271,62.0,254.0,45.0,17.0
255,M15w,Shohozan,Fukuoka,09.02.1984,177.0,134.5,2020,9,5,10,0,J2w,False,False,5,6.0,15.0,2.0,False,13.0,248,39.0,255.0,46.0,-7.0
256,M13w,Ishiura,Tottori,10.01.1990,173.0,103.6,2020,9,4,4,7,J3e,False,True,5,6.0,13.0,3.0,False,10.0,244,35.0,256.0,47.0,-12.0
257,M11w,Kotoshogiku,Fukuoka,30.01.1984,180.0,177.0,2020,9,2,10,3,J3w,False,False,5,6.0,11.0,3.0,False,8.0,240,31.0,257.0,48.0,-17.0
258,J3w,Chiyomaru,Kagoshima,17.04.1991,178.0,176.3,2020,9,7,8,0,J4e,False,True,6,6.0,3.0,4.0,False,-1.0,257,48.0,258.0,49.0,-1.0
259,J1w,Nishikigi,Iwate,25.08.1990,184.5,149.5,2020,9,6,9,0,J4w,False,False,6,6.0,1.0,4.0,False,-3.0,253,44.0,259.0,50.0,-6.0
260,J4w,Daiamami,Kagoshima,15.12.1992,185.0,167.0,2020,9,7,8,0,J5e,False,True,6,6.0,4.0,5.0,False,-1.0,259,50.0,260.0,51.0,-1.0
261,J9e,Hidenoumi,Tokyo,11.06.1989,184.0,156.2,2020,9,9,6,0,J5w,True,False,6,6.0,9.0,5.0,True,4.0,268,59.0,261.0,52.0,7.0
262,J7e,Churanoumi,Okinawa,06.05.1993,176.0,126.0,2020,9,8,7,0,J6e,True,True,6,6.0,7.0,6.0,True,1.0,264,55.0,262.0,53.0,2.0
263,J3e,Wakamotoharu,Fukushima,05.10.1993,185.0,127.2,2020,9,6,9,0,J6w,True,False,6,6.0,3.0,6.0,False,-3.0,256,47.0,263.0,54.0,-7.0
264,J9w,Chiyootori,Kagoshima,11.10.1992,179.0,178.5,2020,9,9,6,0,J7e,False,True,6,6.0,9.0,7.0,True,2.0,269,60.0,264.0,55.0,5.0
265,J7w,Azumaryu,Mongolia,12.05.1987,192.0,147.2,2020,9,0,0,15,J7w,False,False,6,6.0,7.0,7.0,False,0.0,265,56.0,265.0,56.0,0.0
266,M16e,Kyokutaisei,Hokkaido,18.10.1989,184.0,128.2,2020,9,2,3,10,J8e,True,True,5,6.0,16.0,8.0,False,8.0,249,40.0,266.0,57.0,-17.0
267,J1e,Ikioi,Osaka,11.10.1986,194.0,157.0,2020,9,3,12,0,J8w,True,False,6,6.0,1.0,8.0,False,-7.0,252,43.0,267.0,58.0,-15.0
268,J8w,Tsurugisho,Tokyo,27.07.1991,184.0,154.0,2020,9,7,8,0,J9e,False,True,6,6.0,8.0,9.0,False,-1.0,267,58.0,268.0,59.0,-1.0
269,J5e,Daishomaru,Osaka,10.07.1991,175.0,153.0,2020,9,5,10,0,J9w,True,False,6,6.0,5.0,9.0,False,-4.0,260,51.0,269.0,60.0,-9.0
270,J11e,Hakuyozan,Yamagata,13.04.1995,185.0,145.8,2020,9,8,7,0,J10e,True,True,6,6.0,11.0,10.0,True,1.0,272,63.0,270.0,61.0,2.0
271,J5w,Kyokushuho,Mongolia,09.08.1988,191.0,149.6,2020,9,5,10,0,J10w,False,False,6,6.0,5.0,10.0,False,-5.0,261,52.0,271.0,62.0,-10.0
272,J8e,Mitoryu,Mongolia,25.04.1994,187.0,182.0,2020,9,6,9,0,J11e,True,True,6,6.0,8.0,11.0,False,-3.0,266,57.0,272.0,63.0,-6.0
273,M14w,Abi,Saitama,04.05.1994,185.0,121.0,2020,9,0,0,15,J11w,False,False,5,6.0,14.0,11.0,False,3.0,246,37.0,273.0,64.0,-27.0
274,J13w,Nishikifuji,Aomori,22.07.1996,180.0,134.0,2020,9,7,8,0,J13w,False,False,6,6.0,13.0,13.0,False,0.0,277,68.0,274.0,65.0,3.0
275,J14e,Fujiazuma,Tokyo,19.04.1987,182.0,183.6,2020,9,0,0,15,J14e,True,True,6,6.0,14.0,14.0,False,0.0,278,69.0,275.0,66.0,3.0
276,J12e,Kizakiumi,Okinawa,05.05.1995,174.0,146.0,2020,9,0,0,0,,True,,6,,12.0,,False,,274,65.0,,,
277,J12w,Daishoho,Mongolia,28.08.1994,182.0,140.0,2020,9,6,9,0,,False,,6,,12.0,,False,,275,66.0,,,
278,J13e,Oki,Niigata,12.06.1996,182.0,153.0,2020,9,0,15,0,,True,,6,,13.0,,False,,276,67.0,,,
279,J14w,Kitaharima,Hyogo,28.07.1986,182.0,121.0,2020,9,5,10,0,,False,,6,,14.0,,False,,279,70.0,,,
280,Y1e,Hakuho,Mongolia,11.03.1985,193.0,150.7,2020,11,0,0,15,,True,,1,,1.0,,False,,280,1.0,,,
281,Y1w,Kakuryu,Mongolia,10.08.1985,186.0,150.0,2020,11,0,0,15,,False,,1,,1.0,,False,,281,2.0,,,
282,O1e,Takakeisho,Hyogo,05.08.1996,173.0,149.0,2020,11,13,2,0,,True,,2,,1.0,,True,,282,3.0,,,
283,O1w,Asanoyama,Toyama,01.03.1994,189.0,158.0,2020,11,1,2,12,,False,,2,,1.0,,False,,283,4.0,,,
284,O2e,Shodai,Kumamoto,05.11.1991,182.0,150.0,2020,11,3,2,10,,True,,2,,2.0,,False,,284,5.0,,,
285,S1e,Mitakeumi,Nagano,25.12.1992,179.0,149.0,2020,11,7,8,0,,True,,3,,1.0,,False,,285,6.0,,,
286,S1w,Takanosho,Chiba,14.11.1994,181.5,128.5,2020,11,8,7,0,,False,,3,,1.0,,True,,286,7.0,,,
287,K1e,Terunofuji,Mongolia,29.11.1991,192.0,158.5,2020,11,13,2,0,,True,,4,,1.0,,True,,287,8.0,,,
288,K1w,Takayasu,Ibaraki,28.02.1990,187.0,163.0,2020,11,8,7,0,,False,,4,,1.0,,True,,288,9.0,,,
289,M1e,Kiribayama,Mongolia,24.04.1996,184.0,94.0,2020,11,3,12,0,,True,,5,,1.0,,False,,289,10.0,,,
290,M1w,Wakatakakage,Fukushima,06.12.1994,180.0,115.0,2020,11,7,8,0,,False,,5,,1.0,,False,,290,11.0,,,
291,M2e,Onosho,Aomori,04.07.1996,176.0,148.5,2020,11,7,8,0,,True,,5,,2.0,,False,,291,12.0,,,
292,M2w,Daieisho,Saitama,10.11.1993,179.0,135.7,2020,11,10,5,0,,False,,5,,2.0,,True,,292,13.0,,,
293,M3e,Kagayaki,Ishikawa,01.06.1994,193.0,144.3,2020,11,5,10,0,,True,,5,,3.0,,False,,293,14.0,,,
294,M3w,Okinoumi,Shimane,29.07.1985,190.0,154.0,2020,11,6,9,0,,False,,5,,3.0,,False,,294,15.0,,,
295,M4e,Hokutofuji,Saitama,15.07.1992,182.0,158.0,2020,11,11,4,0,,True,,5,,4.0,,True,,295,16.0,,,
296,M4w,Tobizaru,Tokyo,24.04.1992,174.0,110.0,2020,11,6,9,0,,False,,5,,4.0,,False,,296,17.0,,,
297,M5e,Myogiryu,Hyogo,22.10.1986,187.0,148.0,2020,11,4,11,0,,True,,5,,5.0,,False,,297,18.0,,,
298,M5w,Kotoshoho,Chiba,26.08.1999,188.0,144.0,2020,11,8,7,0,,False,,5,,5.0,,True,,298,19.0,,,
299,M6e,Takarafuji,Aomori,18.02.1987,186.0,161.1,2020,11,9,6,0,,True,,5,,6.0,,True,,299,20.0,,,
300,M6w,Tamawashi,Mongolia,16.11.1984,190.0,161.0,2020,11,8,7,0,,False,,5,,6.0,,True,,300,21.0,,,
301,M7e,Tochinoshin,Georgia,13.10.1987,192.0,162.0,2020,11,9,6,0,,True,,5,,7.0,,True,,301,22.0,,,
302,M7w,Endo,Ishikawa,19.10.1990,183.0,145.6,2020,11,8,7,0,,False,,5,,7.0,,True,,302,23.0,,,
303,M8e,Aoiyama,Bulgaria,19.06.1986,192.0,192.6,2020,11,6,9,0,,True,,5,,8.0,,False,,303,24.0,,,
304,M8w,Terutsuyoshi,Hyogo,17.01.1995,169.0,112.0,2020,11,5,10,0,,False,,5,,8.0,,False,,304,25.0,,,
305,M9e,Tokushoryu,Nara,22.08.1986,182.0,170.6,2020,11,8,7,0,,True,,5,,9.0,,True,,305,26.0,,,
306,M9w,Kotoeko,Miyazaki,20.11.1991,175.5,111.6,2020,11,6,9,0,,False,,5,,9.0,,False,,306,27.0,,,
307,M10e,Ryuden,Yamanashi,10.11.1990,192.0,145.0,2020,11,9,6,0,,True,,5,,10.0,,True,,307,28.0,,,
308,M10w,Meisei,Kagoshima,24.07.1995,180.0,120.0,2020,11,9,6,0,,False,,5,,10.0,,True,,308,29.0,,,
309,M11e,Sadanoumi,Kumamoto,11.05.1987,184.0,131.2,2020,11,5,10,0,,True,,5,,11.0,,False,,309,30.0,,,
310,M11w,Enho,Ishikawa,18.10.1994,169.0,95.0,2020,11,3,12,0,,False,,5,,11.0,,False,,310,31.0,,,
311,M12e,Yutakayama,Niigata,22.09.1993,185.0,171.0,2020,11,6,9,0,,True,,5,,12.0,,False,,311,32.0,,,
