rank,name,pob,birthdate,height,weight,year,month,win,loss,absent,next_rank
K1e,Terunofuji,Mongolia,29.11.1991,192.0,158.5,2020,11,13,2,0,
M14e,Terutsuyoshi,Hyogo,17.01.1995,169.0,112.0,2020,1,8,7,0,M11w
M11w,Terutsuyoshi,Hyogo,17.01.1995,169.0,112.0,2020,3,9,6,0,M7e
M7e,Terutsuyoshi,Hyogo,17.01.1995,169.0,112.0,2020,7,8,7,0,M3w
M3w,Terutsuyoshi,Hyogo,17.01.1995,169.0,112.0,2020,9,5,10,0,M8w
M8w,Terutsuyoshi,Hyogo,17.01.1995,169.0,112.0,2020,11,5,10,0,
J6w,Tobizaru,Tokyo,24.04.1992,174.0,110.0,2020,1,9,6,0,J4e
J4e,Tobizaru,Tokyo,24.04.1992,174.0,110.0,2020,3,10,5,0,J2e
J2e,Tobizaru,Tokyo,24.04.1992,174.0,110.0,2020,7,9,6,0,M14e
M14e,Tobizaru,Tokyo,24.04.1992,174.0,110.0,2020,9,11,4,0,M4w
M4w,Tobizaru,Tokyo,24.04.1992,174.0,110.0,2020,11,6,9,0,
M6w,Tochinoshin,Georgia,13.10.1987,192.0,162.0,2020,1,5,10,0,M9w
M9w,Tochinoshin,Georgia,13.10.1987,192.0,162.0,2020,3,6,9,0,M11w
M11w,Tochinoshin,Georgia,13.10.1987,192.0,162.0,2020,7,10,5,0,M4w
M4w,Tochinoshin,Georgia,13.10.1987,192.0,162.0,2020,9,6,9,0,M7e
M7e,Tochinoshin,Georgia,13.10.1987,192.0,162.0,2020,11,9,6,0,
M16e,Tochiozan,Kochi,09.03.1987,189.0,154.0,2020,1,9,6,0,M10w
M10w,Tochiozan,Kochi,09.03.1987,189.0,154.0,2020,3,3,12,0,J2w
J2w,Tochiozan,Kochi,09.03.1987,189.0,154.0,2020,7,0,0,0,
M17w,Tokushoryu,Nara,22.08.1986,182.0,170.6,2020,1,14,1,0,M2w
M2w,Tokushoryu,Nara,22.08.1986,182.0,170.6,2020,3,4,11,0,M7w
M7w,Tokushoryu,Nara,22.08.1986,182.0,170.6,2020,7,7,8,0,M8e
M8e,Tokushoryu,Nara,22.08.1986,182.0,170.6,2020,9,7,8,0,M9e
M9e,Tokushoryu,Nara,22.08.1986,182.0,170.6,2020,11,8,7,0,
J1e,Tomokaze,Kanagawa,02.12.1994,183.0,168.0,2020,1,0,0,15,J13w
J13w,Tomokaze,Kanagawa,02.12.1994,183.0,168.0,2020,3,0,0,15,
J11e,Toyonoshima,Kochi,29.06.1983,169.0,149.4,2020,1,4,11,0,
M12e,Tsurugisho,Tokyo,27.07.1991,184.0,154.0,2020,1,6,9,0,M15e
M15e,Tsurugisho,Tokyo,27.07.1991,184.0,154.0,2020,3,1,4,10,J7w
J7w,Tsurugisho,Tokyo,27.07.1991,184.0,154.0,2020,7,7,8,0,J8w
J8w,Tsurugisho,Tokyo,27.07.1991,184.0,154.0,2020,9,7,8,0,J9e
J9e,Tsurugisho,Tokyo,27.07.1991,184.0,154.0,2020,11,8,7,0,
J13e,Ura,Osaka,22.06.1992,172.0,113.0,2020,11,9,6,0,
J11e,Wakamotoharu,Fukushima,05.10.1993,185.0,127.2,2020,3,8,7,0,J8e
J8e,Wakamotoharu,Fukushima,05.10.1993,185.0,127.2,2020,7,9,6,0,J3e
J3e,Wakamotoharu,Fukushima,05.10.1993,185.0,127.2,2020,9,6,9,0,J6w
J6w,Wakamotoharu,Fukushima,05.10.1993,185.0,127.2,2020,11,8,7,0,
J5e,Wakatakakage,Fukushima,06.12.1994,180.0,115.0,2020,1,9,6,0,J2w
J2w,Wakatakakage,Fukushima,06.12.1994,180.0,115.0,2020,3,10,5,0,M14w
M14w,Wakatakakage,Fukushima,06.12.1994,180.0,115.0,2020,7,10,5,0,M8w
M8w,Wakatakakage,Fukushima,06.12.1994,180.0,115.0,2020,9,11,4,0,M1w
M1w,Wakatakakage,Fukushima,06.12.1994,180.0,115.0,2020,11,7,8,0,
J7w,Yago,Hokkaido,08.07.1994,187.0,172.0,2020,1,4,11,0,J10e
J10e,Yago,Hokkaido,08.07.1994,187.0,172.0,2020,3,4,11,0,
M9w,Yutakayama,Niigata,22.09.1993,185.0,171.0,2020,1,11,4,0,M3e
M3e,Yutakayama,Niigata,22.09.1993,185.0,171.0,2020,3,8,7,0,M1w
M1w,Yutakayama,Niigata,22.09.1993,185.0,171.0,2020,7,5,10,0,M4e
M4e,Yutakayama,Niigata,22.09.1993,185.0,171.0,2020,9,2,6,7,M12e
M12e,Yutakayama,Niigata,22.09.1993,185.0,171.0,2020,11,6,9,0,
